periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202001,January 2020,202001,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6721.0
202001,January 2020,202001,,t0J75eHKxz5,Nandi County,KE_County_29,,2340.0
202001,January 2020,202001,,kqJ83J2D72s,Narok County,KE_County_33,,2652.0
202001,January 2020,202001,,uepLTG8wGWJ,Nyamira County,KE_County_46,,983.0
202001,January 2020,202001,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1166.0
202001,January 2020,202001,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1952.0
202001,January 2020,202001,,o36zCRjSd4G,Samburu County,KE_County_25,,2141.0
202001,January 2020,202001,,u4t9H8XyU9P,Siaya County,KE_County_41,,1757.0
202001,January 2020,202001,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,819.0
202001,January 2020,202001,,JsH2bnvNt2d,Tana River County,KE_County_4,,1673.0
202001,January 2020,202001,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1094.0
202001,January 2020,202001,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1273.0
202001,January 2020,202001,,kphDeKClFch,Turkana County,KE_County_23,,4477.0
202001,January 2020,202001,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2787.0
202001,January 2020,202001,,sANMZ3lpqGs,Vihiga County,KE_County_38,,725.0
202001,January 2020,202001,,CeLsrJOH0g9,Wajir County,KE_County_8,,2506.0
202001,January 2020,202001,,XWALbfAPa6n,West Pokot County,KE_County_24,,3381.0
202002,February 2020,202002,,vvOK1BxTbet,Baringo County,KE_County_30,,1958.0
202002,February 2020,202002,,HMNARUV2CW4,Bomet County,KE_County_36,,2359.0
202002,February 2020,202002,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2437.0
202002,February 2020,202002,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2349.0
202002,February 2020,202002,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1588.0
202002,February 2020,202002,,PFu8alU2KWG,Embu County,KE_County_14,,1035.0
202002,February 2020,202002,,uyOrcHZBpW0,Garissa County,KE_County_7,,1266.0
202002,February 2020,202002,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3555.0
202002,February 2020,202002,,bzOfj0iwfDH,Isiolo County,KE_County_11,,725.0
202002,February 2020,202002,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4436.0
202002,February 2020,202002,,BjC1xL40gHo,Kakamega County,KE_County_37,,3649.0
202002,February 2020,202002,,ihZsJ8alvtb,Kericho County,KE_County_35,,2314.0
202002,February 2020,202002,,qKzosKQPl6G,Kiambu County,KE_County_22,,6190.0
202002,February 2020,202002,,nrI2khZx3d0,Kilifi County,KE_County_3,,3487.0
202002,February 2020,202002,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2233.0
202002,February 2020,202002,,sPkRcDvhGWA,Kisii County,KE_County_45,,1970.0
202002,February 2020,202002,,tAbBVBbueqD,Kisumu County,KE_County_42,,2232.0
202002,February 2020,202002,,j8o6iO4Njsi,Kitui County,KE_County_15,,2226.0
202002,February 2020,202002,,N7YETT3A9r1,Kwale County,KE_County_2,,2238.0
202002,February 2020,202002,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1574.0
202002,February 2020,202002,,NjWSbQTwys4,Lamu County,KE_County_5,,548.0
202002,February 2020,202002,,yhCUgGcCcOo,Machakos County,KE_County_16,,3948.0
202002,February 2020,202002,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2298.0
202002,February 2020,202002,,R6f9znhg37c,Mandera County,KE_County_9,,4238.0
202002,February 2020,202002,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1957.0
202002,February 2020,202002,,Y52XNJ50hYb,Meru County,KE_County_12,,2806.0
202002,February 2020,202002,,fVra3Pwta0Q,Migori County,KE_County_44,,2164.0
202002,February 2020,202002,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2579.0
202002,February 2020,202002,,ahwTMNAJvrL,Muranga County,KE_County_21,,1823.0
202002,February 2020,202002,,jkG3zaihdSs,Nairobi County,KE_County_47,,10536.0
202002,February 2020,202002,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6050.0
202002,February 2020,202002,,t0J75eHKxz5,Nandi County,KE_County_29,,2238.0
202002,February 2020,202002,,kqJ83J2D72s,Narok County,KE_County_33,,1762.0
202002,February 2020,202002,,uepLTG8wGWJ,Nyamira County,KE_County_46,,748.0
202002,February 2020,202002,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1141.0
202002,February 2020,202002,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1366.0
202002,February 2020,202002,,o36zCRjSd4G,Samburu County,KE_County_25,,1297.0
202002,February 2020,202002,,u4t9H8XyU9P,Siaya County,KE_County_41,,1741.0
202002,February 2020,202002,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,626.0
202002,February 2020,202002,,JsH2bnvNt2d,Tana River County,KE_County_4,,1558.0
202002,February 2020,202002,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,895.0
202002,February 2020,202002,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1383.0
202002,February 2020,202002,,kphDeKClFch,Turkana County,KE_County_23,,4752.0
202002,February 2020,202002,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2873.0
202002,February 2020,202002,,sANMZ3lpqGs,Vihiga County,KE_County_38,,662.0
202002,February 2020,202002,,CeLsrJOH0g9,Wajir County,KE_County_8,,1425.0
202002,February 2020,202002,,XWALbfAPa6n,West Pokot County,KE_County_24,,2965.0
202003,March 2020,202003,,vvOK1BxTbet,Baringo County,KE_County_30,,2076.0
202003,March 2020,202003,,HMNARUV2CW4,Bomet County,KE_County_36,,2191.0
202003,March 2020,202003,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2739.0
202003,March 2020,202003,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2249.0
202003,March 2020,202003,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1725.0
202003,March 2020,202003,,PFu8alU2KWG,Embu County,KE_County_14,,1076.0
202003,March 2020,202003,,uyOrcHZBpW0,Garissa County,KE_County_7,,1262.0
202003,March 2020,202003,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2339.0
202003,March 2020,202003,,bzOfj0iwfDH,Isiolo County,KE_County_11,,631.0
202003,March 2020,202003,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3337.0
202003,March 2020,202003,,BjC1xL40gHo,Kakamega County,KE_County_37,,3390.0
202003,March 2020,202003,,ihZsJ8alvtb,Kericho County,KE_County_35,,2536.0
202003,March 2020,202003,,qKzosKQPl6G,Kiambu County,KE_County_22,,5659.0
202003,March 2020,202003,,nrI2khZx3d0,Kilifi County,KE_County_3,,3443.0
202003,March 2020,202003,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2596.0
202003,March 2020,202003,,sPkRcDvhGWA,Kisii County,KE_County_45,,1912.0
202003,March 2020,202003,,tAbBVBbueqD,Kisumu County,KE_County_42,,2209.0
202003,March 2020,202003,,j8o6iO4Njsi,Kitui County,KE_County_15,,2161.0
202003,March 2020,202003,,N7YETT3A9r1,Kwale County,KE_County_2,,2262.0
202003,March 2020,202003,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1426.0
202003,March 2020,202003,,NjWSbQTwys4,Lamu County,KE_County_5,,506.0
202003,March 2020,202003,,yhCUgGcCcOo,Machakos County,KE_County_16,,3533.0
202003,March 2020,202003,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2276.0
202003,March 2020,202003,,R6f9znhg37c,Mandera County,KE_County_9,,4057.0
202003,March 2020,202003,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1448.0
202003,March 2020,202003,,Y52XNJ50hYb,Meru County,KE_County_12,,2288.0
202003,March 2020,202003,,fVra3Pwta0Q,Migori County,KE_County_44,,2162.0
202003,March 2020,202003,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2644.0
202003,March 2020,202003,,ahwTMNAJvrL,Muranga County,KE_County_21,,1911.0
202003,March 2020,202003,,jkG3zaihdSs,Nairobi County,KE_County_47,,10926.0
202003,March 2020,202003,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5779.0
202003,March 2020,202003,,t0J75eHKxz5,Nandi County,KE_County_29,,2494.0
202003,March 2020,202003,,kqJ83J2D72s,Narok County,KE_County_33,,1620.0
202003,March 2020,202003,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1867.0
202003,March 2020,202003,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1251.0
202003,March 2020,202003,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1391.0
202003,March 2020,202003,,o36zCRjSd4G,Samburu County,KE_County_25,,1429.0
202003,March 2020,202003,,u4t9H8XyU9P,Siaya County,KE_County_41,,1667.0
202003,March 2020,202003,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,587.0
202003,March 2020,202003,,JsH2bnvNt2d,Tana River County,KE_County_4,,1378.0
202003,March 2020,202003,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,837.0
202003,March 2020,202003,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1599.0
202003,March 2020,202003,,kphDeKClFch,Turkana County,KE_County_23,,5193.0
202003,March 2020,202003,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3021.0
202003,March 2020,202003,,sANMZ3lpqGs,Vihiga County,KE_County_38,,741.0
202003,March 2020,202003,,CeLsrJOH0g9,Wajir County,KE_County_8,,1540.0
202003,March 2020,202003,,XWALbfAPa6n,West Pokot County,KE_County_24,,3478.0
202004,April 2020,202004,,vvOK1BxTbet,Baringo County,KE_County_30,,1402.0
202004,April 2020,202004,,HMNARUV2CW4,Bomet County,KE_County_36,,1763.0
202004,April 2020,202004,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1758.0
202004,April 2020,202004,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1443.0
202004,April 2020,202004,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1211.0
202004,April 2020,202004,,PFu8alU2KWG,Embu County,KE_County_14,,663.0
202004,April 2020,202004,,uyOrcHZBpW0,Garissa County,KE_County_7,,1112.0
202004,April 2020,202004,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1686.0
202004,April 2020,202004,,bzOfj0iwfDH,Isiolo County,KE_County_11,,468.0
202004,April 2020,202004,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1995.0
202004,April 2020,202004,,BjC1xL40gHo,Kakamega County,KE_County_37,,2738.0
202004,April 2020,202004,,ihZsJ8alvtb,Kericho County,KE_County_35,,1521.0
202004,April 2020,202004,,qKzosKQPl6G,Kiambu County,KE_County_22,,2692.0
202004,April 2020,202004,,nrI2khZx3d0,Kilifi County,KE_County_3,,2430.0
202004,April 2020,202004,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1832.0
202004,April 2020,202004,,sPkRcDvhGWA,Kisii County,KE_County_45,,1292.0
202004,April 2020,202004,,tAbBVBbueqD,Kisumu County,KE_County_42,,1271.0
202004,April 2020,202004,,j8o6iO4Njsi,Kitui County,KE_County_15,,1253.0
202004,April 2020,202004,,N7YETT3A9r1,Kwale County,KE_County_2,,1820.0
202004,April 2020,202004,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1040.0
202004,April 2020,202004,,NjWSbQTwys4,Lamu County,KE_County_5,,530.0
202004,April 2020,202004,,yhCUgGcCcOo,Machakos County,KE_County_16,,2493.0
202004,April 2020,202004,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1749.0
202004,April 2020,202004,,R6f9znhg37c,Mandera County,KE_County_9,,3267.0
202004,April 2020,202004,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1862.0
202004,April 2020,202004,,Y52XNJ50hYb,Meru County,KE_County_12,,1281.0
202004,April 2020,202004,,fVra3Pwta0Q,Migori County,KE_County_44,,1404.0
202004,April 2020,202004,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1839.0
202004,April 2020,202004,,ahwTMNAJvrL,Muranga County,KE_County_21,,1065.0
202004,April 2020,202004,,jkG3zaihdSs,Nairobi County,KE_County_47,,5724.0
202004,April 2020,202004,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3035.0
202004,April 2020,202004,,t0J75eHKxz5,Nandi County,KE_County_29,,1541.0
202004,April 2020,202004,,kqJ83J2D72s,Narok County,KE_County_33,,1133.0
202004,April 2020,202004,,uepLTG8wGWJ,Nyamira County,KE_County_46,,763.0
202004,April 2020,202004,,mYZacFNIB3h,Nyandarua County,KE_County_18,,721.0
202004,April 2020,202004,,ptWVfaCIdVx,Nyeri County,KE_County_19,,749.0
202004,April 2020,202004,,o36zCRjSd4G,Samburu County,KE_County_25,,1016.0
202004,April 2020,202004,,u4t9H8XyU9P,Siaya County,KE_County_41,,1186.0
202004,April 2020,202004,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,456.0
202004,April 2020,202004,,JsH2bnvNt2d,Tana River County,KE_County_4,,829.0
202004,April 2020,202004,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,562.0
202004,April 2020,202004,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1176.0
202004,April 2020,202004,,kphDeKClFch,Turkana County,KE_County_23,,5066.0
202004,April 2020,202004,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1780.0
202004,April 2020,202004,,sANMZ3lpqGs,Vihiga County,KE_County_38,,409.0
202004,April 2020,202004,,CeLsrJOH0g9,Wajir County,KE_County_8,,1633.0
202004,April 2020,202004,,XWALbfAPa6n,West Pokot County,KE_County_24,,4862.0
202005,May 2020,202005,,vvOK1BxTbet,Baringo County,KE_County_30,,1661.0
202005,May 2020,202005,,HMNARUV2CW4,Bomet County,KE_County_36,,1563.0
202005,May 2020,202005,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2009.0
202005,May 2020,202005,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1689.0
202005,May 2020,202005,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1235.0
202005,May 2020,202005,,PFu8alU2KWG,Embu County,KE_County_14,,685.0
202005,May 2020,202005,,uyOrcHZBpW0,Garissa County,KE_County_7,,1657.0
202005,May 2020,202005,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1624.0
202005,May 2020,202005,,bzOfj0iwfDH,Isiolo County,KE_County_11,,589.0
202005,May 2020,202005,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1890.0
202005,May 2020,202005,,BjC1xL40gHo,Kakamega County,KE_County_37,,3102.0
202005,May 2020,202005,,ihZsJ8alvtb,Kericho County,KE_County_35,,1506.0
202005,May 2020,202005,,qKzosKQPl6G,Kiambu County,KE_County_22,,2776.0
202005,May 2020,202005,,nrI2khZx3d0,Kilifi County,KE_County_3,,3454.0
202005,May 2020,202005,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1680.0
202005,May 2020,202005,,sPkRcDvhGWA,Kisii County,KE_County_45,,1434.0
202005,May 2020,202005,,tAbBVBbueqD,Kisumu County,KE_County_42,,1636.0
202005,May 2020,202005,,j8o6iO4Njsi,Kitui County,KE_County_15,,1516.0
202005,May 2020,202005,,N7YETT3A9r1,Kwale County,KE_County_2,,1659.0
202005,May 2020,202005,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1018.0
202005,May 2020,202005,,NjWSbQTwys4,Lamu County,KE_County_5,,723.0
202005,May 2020,202005,,yhCUgGcCcOo,Machakos County,KE_County_16,,2350.0
202005,May 2020,202005,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1650.0
202005,May 2020,202005,,R6f9znhg37c,Mandera County,KE_County_9,,4257.0
202005,May 2020,202005,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2159.0
202005,May 2020,202005,,Y52XNJ50hYb,Meru County,KE_County_12,,1814.0
202005,May 2020,202005,,fVra3Pwta0Q,Migori County,KE_County_44,,1296.0
202005,May 2020,202005,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1803.0
202005,May 2020,202005,,ahwTMNAJvrL,Muranga County,KE_County_21,,1187.0
202005,May 2020,202005,,jkG3zaihdSs,Nairobi County,KE_County_47,,6276.0
202005,May 2020,202005,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2879.0
202005,May 2020,202005,,t0J75eHKxz5,Nandi County,KE_County_29,,1649.0
202005,May 2020,202005,,kqJ83J2D72s,Narok County,KE_County_33,,1141.0
202005,May 2020,202005,,uepLTG8wGWJ,Nyamira County,KE_County_46,,588.0
202005,May 2020,202005,,mYZacFNIB3h,Nyandarua County,KE_County_18,,678.0
202005,May 2020,202005,,ptWVfaCIdVx,Nyeri County,KE_County_19,,742.0
202005,May 2020,202005,,o36zCRjSd4G,Samburu County,KE_County_25,,1310.0
202005,May 2020,202005,,u4t9H8XyU9P,Siaya County,KE_County_41,,1437.0
202005,May 2020,202005,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,431.0
202005,May 2020,202005,,JsH2bnvNt2d,Tana River County,KE_County_4,,1016.0
202005,May 2020,202005,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,616.0
202005,May 2020,202005,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1150.0
202005,May 2020,202005,,kphDeKClFch,Turkana County,KE_County_23,,5821.0
202005,May 2020,202005,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1721.0
202005,May 2020,202005,,sANMZ3lpqGs,Vihiga County,KE_County_38,,446.0
202005,May 2020,202005,,CeLsrJOH0g9,Wajir County,KE_County_8,,1961.0
202005,May 2020,202005,,XWALbfAPa6n,West Pokot County,KE_County_24,,2555.0
202006,June 2020,202006,,vvOK1BxTbet,Baringo County,KE_County_30,,2170.0
202006,June 2020,202006,,HMNARUV2CW4,Bomet County,KE_County_36,,2237.0
202006,June 2020,202006,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2303.0
202006,June 2020,202006,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1904.0
202006,June 2020,202006,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1328.0
202006,June 2020,202006,,PFu8alU2KWG,Embu County,KE_County_14,,840.0
202006,June 2020,202006,,uyOrcHZBpW0,Garissa County,KE_County_7,,1955.0
202006,June 2020,202006,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2109.0
202006,June 2020,202006,,bzOfj0iwfDH,Isiolo County,KE_County_11,,605.0
202006,June 2020,202006,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2105.0
202006,June 2020,202006,,BjC1xL40gHo,Kakamega County,KE_County_37,,3673.0
202006,June 2020,202006,,ihZsJ8alvtb,Kericho County,KE_County_35,,1798.0
202006,June 2020,202006,,qKzosKQPl6G,Kiambu County,KE_County_22,,3294.0
202006,June 2020,202006,,nrI2khZx3d0,Kilifi County,KE_County_3,,4237.0
202006,June 2020,202006,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2091.0
202006,June 2020,202006,,sPkRcDvhGWA,Kisii County,KE_County_45,,1846.0
202006,June 2020,202006,,tAbBVBbueqD,Kisumu County,KE_County_42,,1258.0
202006,June 2020,202006,,j8o6iO4Njsi,Kitui County,KE_County_15,,1531.0
202006,June 2020,202006,,N7YETT3A9r1,Kwale County,KE_County_2,,1970.0
202006,June 2020,202006,,xuFdFy6t9AH,Laikipia County,KE_County_31,,987.0
202006,June 2020,202006,,NjWSbQTwys4,Lamu County,KE_County_5,,971.0
202006,June 2020,202006,,yhCUgGcCcOo,Machakos County,KE_County_16,,2467.0
202006,June 2020,202006,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1810.0
202006,June 2020,202006,,R6f9znhg37c,Mandera County,KE_County_9,,3802.0
202006,June 2020,202006,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2237.0
202006,June 2020,202006,,Y52XNJ50hYb,Meru County,KE_County_12,,2302.0
202006,June 2020,202006,,fVra3Pwta0Q,Migori County,KE_County_44,,2057.0
202006,June 2020,202006,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1667.0
202006,June 2020,202006,,ahwTMNAJvrL,Muranga County,KE_County_21,,1322.0
202006,June 2020,202006,,jkG3zaihdSs,Nairobi County,KE_County_47,,6410.0
202006,June 2020,202006,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3285.0
202006,June 2020,202006,,t0J75eHKxz5,Nandi County,KE_County_29,,1651.0
202006,June 2020,202006,,kqJ83J2D72s,Narok County,KE_County_33,,1116.0
202006,June 2020,202006,,uepLTG8wGWJ,Nyamira County,KE_County_46,,696.0
202006,June 2020,202006,,mYZacFNIB3h,Nyandarua County,KE_County_18,,695.0
202006,June 2020,202006,,ptWVfaCIdVx,Nyeri County,KE_County_19,,886.0
202006,June 2020,202006,,o36zCRjSd4G,Samburu County,KE_County_25,,1370.0
202006,June 2020,202006,,u4t9H8XyU9P,Siaya County,KE_County_41,,1799.0
202006,June 2020,202006,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,393.0
202006,June 2020,202006,,JsH2bnvNt2d,Tana River County,KE_County_4,,1681.0
202006,June 2020,202006,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,759.0
202006,June 2020,202006,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1179.0
202006,June 2020,202006,,kphDeKClFch,Turkana County,KE_County_23,,4762.0
202006,June 2020,202006,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1889.0
202006,June 2020,202006,,sANMZ3lpqGs,Vihiga County,KE_County_38,,523.0
202006,June 2020,202006,,CeLsrJOH0g9,Wajir County,KE_County_8,,1953.0
202006,June 2020,202006,,XWALbfAPa6n,West Pokot County,KE_County_24,,2535.0
202007,July 2020,202007,,vvOK1BxTbet,Baringo County,KE_County_30,,2030.0
202007,July 2020,202007,,HMNARUV2CW4,Bomet County,KE_County_36,,3143.0
202007,July 2020,202007,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2562.0
202007,July 2020,202007,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1622.0
202007,July 2020,202007,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1332.0
202007,July 2020,202007,,PFu8alU2KWG,Embu County,KE_County_14,,865.0
202007,July 2020,202007,,uyOrcHZBpW0,Garissa County,KE_County_7,,1796.0
202007,July 2020,202007,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2336.0
202007,July 2020,202007,,bzOfj0iwfDH,Isiolo County,KE_County_11,,581.0
202007,July 2020,202007,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2430.0
202007,July 2020,202007,,BjC1xL40gHo,Kakamega County,KE_County_37,,3485.0
202007,July 2020,202007,,ihZsJ8alvtb,Kericho County,KE_County_35,,2411.0
202007,July 2020,202007,,qKzosKQPl6G,Kiambu County,KE_County_22,,3603.0
202007,July 2020,202007,,nrI2khZx3d0,Kilifi County,KE_County_3,,3560.0
202007,July 2020,202007,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2294.0
202007,July 2020,202007,,sPkRcDvhGWA,Kisii County,KE_County_45,,1784.0
202007,July 2020,202007,,tAbBVBbueqD,Kisumu County,KE_County_42,,2285.0
202007,July 2020,202007,,j8o6iO4Njsi,Kitui County,KE_County_15,,1428.0
202007,July 2020,202007,,N7YETT3A9r1,Kwale County,KE_County_2,,2213.0
202007,July 2020,202007,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1022.0
202007,July 2020,202007,,NjWSbQTwys4,Lamu County,KE_County_5,,747.0
202007,July 2020,202007,,yhCUgGcCcOo,Machakos County,KE_County_16,,2548.0
202007,July 2020,202007,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1784.0
202007,July 2020,202007,,R6f9znhg37c,Mandera County,KE_County_9,,3680.0
202007,July 2020,202007,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1781.0
202007,July 2020,202007,,Y52XNJ50hYb,Meru County,KE_County_12,,2161.0
202007,July 2020,202007,,fVra3Pwta0Q,Migori County,KE_County_44,,2482.0
202007,July 2020,202007,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1553.0
202007,July 2020,202007,,ahwTMNAJvrL,Muranga County,KE_County_21,,1302.0
202007,July 2020,202007,,jkG3zaihdSs,Nairobi County,KE_County_47,,6127.0
202007,July 2020,202007,,ob6SxuRcqU4,Nakuru County,KE_County_32,,3989.0
202007,July 2020,202007,,t0J75eHKxz5,Nandi County,KE_County_29,,1762.0
202007,July 2020,202007,,kqJ83J2D72s,Narok County,KE_County_33,,1861.0
202007,July 2020,202007,,uepLTG8wGWJ,Nyamira County,KE_County_46,,784.0
202007,July 2020,202007,,mYZacFNIB3h,Nyandarua County,KE_County_18,,785.0
202007,July 2020,202007,,ptWVfaCIdVx,Nyeri County,KE_County_19,,877.0
202007,July 2020,202007,,o36zCRjSd4G,Samburu County,KE_County_25,,1238.0
202007,July 2020,202007,,u4t9H8XyU9P,Siaya County,KE_County_41,,1536.0
202007,July 2020,202007,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,409.0
202007,July 2020,202007,,JsH2bnvNt2d,Tana River County,KE_County_4,,1905.0
202007,July 2020,202007,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,785.0
202007,July 2020,202007,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1229.0
202007,July 2020,202007,,kphDeKClFch,Turkana County,KE_County_23,,5849.0
202007,July 2020,202007,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1973.0
202007,July 2020,202007,,sANMZ3lpqGs,Vihiga County,KE_County_38,,561.0
202007,July 2020,202007,,CeLsrJOH0g9,Wajir County,KE_County_8,,2011.0
202007,July 2020,202007,,XWALbfAPa6n,West Pokot County,KE_County_24,,2700.0
202008,August 2020,202008,,vvOK1BxTbet,Baringo County,KE_County_30,,1827.0
202008,August 2020,202008,,HMNARUV2CW4,Bomet County,KE_County_36,,3780.0
202008,August 2020,202008,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2409.0
202008,August 2020,202008,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1639.0
202008,August 2020,202008,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1543.0
202008,August 2020,202008,,PFu8alU2KWG,Embu County,KE_County_14,,993.0
202008,August 2020,202008,,uyOrcHZBpW0,Garissa County,KE_County_7,,1839.0
202008,August 2020,202008,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1017.0
202008,August 2020,202008,,bzOfj0iwfDH,Isiolo County,KE_County_11,,630.0
202008,August 2020,202008,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2591.0
202008,August 2020,202008,,BjC1xL40gHo,Kakamega County,KE_County_37,,3330.0
202008,August 2020,202008,,ihZsJ8alvtb,Kericho County,KE_County_35,,3045.0
202008,August 2020,202008,,qKzosKQPl6G,Kiambu County,KE_County_22,,3892.0
202008,August 2020,202008,,nrI2khZx3d0,Kilifi County,KE_County_3,,3517.0
202008,August 2020,202008,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2111.0
202008,August 2020,202008,,sPkRcDvhGWA,Kisii County,KE_County_45,,1796.0
202008,August 2020,202008,,tAbBVBbueqD,Kisumu County,KE_County_42,,2025.0
202008,August 2020,202008,,j8o6iO4Njsi,Kitui County,KE_County_15,,996.0
202008,August 2020,202008,,N7YETT3A9r1,Kwale County,KE_County_2,,2519.0
202008,August 2020,202008,,xuFdFy6t9AH,Laikipia County,KE_County_31,,984.0
202008,August 2020,202008,,NjWSbQTwys4,Lamu County,KE_County_5,,674.0
202008,August 2020,202008,,yhCUgGcCcOo,Machakos County,KE_County_16,,2573.0
202008,August 2020,202008,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1728.0
